"C^O","Citigroup Inc.","0","n/a","n/a","nyse"
"C^U","Citigroup Inc.","0","Finance","Major Banks","nyse"
"C^V","Citigroup Inc.","0","Finance","Property-Casualty Insurers","nyse"
"C^Z","Citigroup Inc.","0","n/a","n/a","nyse"
"CASC","Cascade Corporation","616643678.52","Capital Goods","Construction/Ag Equipment/Trucks","nyse"
"CBE","Cooper Industries, plc.","11982499753","Capital Goods","Electrical Products","nyse"
"CBL^C/CL","CBL & Associates Properties, Inc.","0","n/a","n/a","nyse"
"CCV","Comcast Corporation","0","Consumer Services","Television Services","nyse"
"CDE/WS","Coeur Mining, Inc.","0","n/a","n/a","nyse"
"CDR^A","Cedar Realty Trust, Inc.","0","n/a","n/a","nyse"
"CEG^A","Constellation Energy Group, Inc.","0","n/a","n/a","nyse"
"CEG^A/CL","Constellation Energy Group, Inc.","0","n/a","n/a","nyse"
"CFR^A","Cullen/Frost Bankers, Inc.","0","n/a","n/a","nyse"
"CGG","CGG","4261636156","Energy","Oil & Gas Production","nyse"
"CGV","Compagnie Generale de Geophysique-Veritas","4922375444.47","Energy","Oil & Gas Production","nyse"
"CLV","Cliffs Natural Resources Inc.","0","Basic Industries","Precious Metals","nyse"
"CMO^A","Capstead Mortgage Corporation","0","Consumer Services","Real Estate Investment Trusts","nyse"
"CMO^B","Capstead Mortgage Corporation","0","Consumer Services","Real Estate Investment Trusts","nyse"
"CMO^E","Capstead Mortgage Corporation","0","n/a","n/a","nyse"
"CMS^A","CMS Energy Corporation","0","Public Utilities","Power Generation","nyse"
"CMS^A/CL","CMS Energy Corporation","0","n/a","n/a","nyse"
"COF^B","Capital One Financial Corporation","0","n/a","n/a","nyse"
"COR^A","CoreSite Realty Corporation","0","n/a","n/a","nyse"
"CORR","CorEnergy Infrastructure Trust, Inc.","186124542.57","n/a","n/a","nyse"
"CPE^A","Callon Petroleum Company","0","n/a","n/a","nyse"
"CPP","Merrill Lynch Depositor, Inc.","0","Finance","Finance: Consumer Services","nyse"
"CRP","Credit Suisse AG","0","Finance","Investment Bankers/Brokers/Service","nyse"
"CSG","Chambers Street Properties","0","Consumer Services","Real Estate Investment Trusts","nyse"
"CST","CST Brands, Inc.","2337314533","Consumer Durables","Automotive Aftermarket","nyse"
"CSTM","Constellium N.V.","0","Basic Industries","Metal Fabrications","nyse"
"CT","Capital Trust, Inc.","80153780.92","Consumer Services","Real Estate Investment Trusts","nyse"
"CTY","Qwest Corporation","0","Public Utilities","Telecommunications Equipment","nyse"
"CUZ^A","Cousins Properties Incorporated","0","n/a","n/a","nyse"
"CVH","Coventry Health Care, Inc.","5830554220.92","Health Care","Medical Specialities","nyse"
"CVRR","CVR Refining, LP","4540176000","Energy","Integrated oil Companies","nyse"
"CXS","Crexus Investment Corp.","862859745.28","Consumer Services","Real Estate Investment Trusts","nyse"
"CYN^C","City National Corporation","0","n/a","n/a","nyse"
"CYNI","Cyan, Inc.","0","Technology","EDP Services","nyse"
"CYS^B","CYS Investments, Inc.","0","n/a","n/a","nyse"
"DATA","Tableau Software, Inc.","0","Technology","Computer Software: Prepackaged Software","nyse"
"DDC","Dominion Diamond Corporation","1283077668.1","Basic Industries","Precious Metals","nyse"
"DDR^K","DDR Corp.","0","n/a","n/a","nyse"
"DEXO","Dex One Corporation","64019560.5","Consumer Services","Advertising","nyse"
"DFP","Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.","0","n/a","n/a","nyse"
"DKL","Delek Logistics Partners, L.P.","859146872.8","Energy","Natural Gas Distribution","nyse"
"DLR^G","Digital Realty Trust, Inc.","0","n/a","n/a","nyse"
"DM^B","Dolan Company (The)","0","n/a","n/a","nyse"
"DMB","Dreyfus Municipal Bond Infrastructure Fund, Inc.","0","n/a","n/a","nyse"
"DRE^O","Duke Realty Corporation","0","n/a","n/a","nyse"
"DSL","DoubleLine Income Solutions Fund","0","n/a","n/a","nyse"
"DTG","Dollar Thrifty Automotive Group, Inc.","2377925415.75","Consumer Services","Rental/Leasing Companies","nyse"
"DUF","Duff & Phelps Corporation","565394223.99","Finance","Investment Bankers/Brokers/Service","nyse"
"DUKH","Duke Energy Corporation","0","Public Utilities","Power Generation","nyse"
"DX^B","Dynex Capital, Inc.","0","n/a","n/a","nyse"
"EAB","Entergy Arkansas, Inc.","0","Public Utilities","Electric Utilities: Central","nyse"
"EARN","Ellington Residential Mortgage REIT","168510824.1","Consumer Services","Real Estate Investment Trusts","nyse"
"ECOM          ","ChannelAdvisor Corporation","0","Technology","Computer Software: Prepackaged Software","nyse"
"EDI","Stone Harbor Emerging Markets Total Income Fund","276776000","n/a","n/a","nyse"
"ELU","Entergy Louisiana, Inc.","0","Public Utilities","Electric Utilities: Central","nyse"
"EMES","Emerge Energy Services LP","0","Energy","Oilfield Services/Equipment","nyse"
"EMN/WS","Eastman Chemical Company","0","n/a","n/a","nyse"
"ENJ","Entergy New Orleans, Inc.","0","Public Utilities","Power Generation","nyse"
"EPR^D/CL","Entertainment Properties Trust","0","n/a","n/a","nyse"
"ERA","Era Group, Inc.","506143121.25","Transportation","Transportation Services","nyse"
"ES","EnergySolutions Inc","265281059.82","Basic Industries","Environmental Services","nyse"
"ETX           ","Eaton Vance Municipal Income Term Trust","0","n/a","n/a","nyse"
"EVER^A","EverBank Financial Corp.","0","n/a","n/a","nyse"
"EVTC","Evertec, Inc.","1605651723.2","Technology","EDP Services","nyse"
"F^A","Ford Motor Company","0","n/a","n/a","nyse"
"F/WS","Ford Motor Company","0","n/a","n/a","nyse"
"FEI           ","First Trust MLP and Energy Income Fund","853347652.16","n/a","n/a","nyse"
"FGC","FPL Group Capital Inc","0","Public Utilities","Electric Utilities: Central","nyse"
"FHN^A","First Horizon National Corporation","0","n/a","n/a","nyse"
"FJA","Merrill Lynch Depositor, Inc.","0","Finance","Finance: Consumer Services","nyse"
"FMER^A","FirstMerit Corporation","0","n/a","n/a","nyse"
"FPC^A","Progress Energy, Inc.","0","Public Utilities","Electric Utilities: Central","nyse"
"FPF","First Trust Intermediate Duration Preferred & Income Fund","0","n/a","n/a","nyse"
"FR^J","First Industrial Realty Trust, Inc.","0","n/a","n/a","nyse"
"FRC^C","FIRST REPUBLIC BANK","0","n/a","n/a","nyse"
"FRC^D","FIRST REPUBLIC BANK","0","n/a","n/a","nyse"
"FSCE","Fifth Street Finance Corp.","0","n/a","n/a","nyse"
"FSR","Flagstone Reinsurance Holdings S.A.","644504422.54","Finance","Property-Casualty Insurers","nyse"
"GAB^F/CL","Gabelli Equity Trust, Inc. (The)","0","n/a","n/a","nyse"
"GCF","Global Income & Currency Fund Inc.","68340840.04","n/a","n/a","nyse"
"GDP^C","Goodrich Petroleum Corporation","0","n/a","n/a","nyse"
"GEA","General Electric Capital Corporation","0","Finance","Finance: Consumer Services","nyse"
"GEC","General Electric Capital Corporation","0","Finance","Finance: Consumer Services","nyse"
"GED","General Electric Capital Corporation","0","Finance","Finance: Consumer Services","nyse"
"GEG","General Electric Capital Corporation","0","Finance","Finance: Consumer Services","nyse"
"GEH","General Electric Capital Corporation","0","Finance","Finance: Consumer Services","nyse"
"GEJ","General Electric Capital Corporation","0","Finance","Finance: Consumer Services","nyse"
"GEK","General Electric Capital Corporation","0","Finance","Finance: Consumer Services","nyse"
"GEN","GenOn Energy, Inc.","2148684559.7","Public Utilities","Electric Utilities: Central","nyse"
"GEP","General Electric Capital Corporation","0","Finance","Finance: Consumer Services","nyse"
"GER","General Electric Capital Corporation","0","Finance","Finance: Consumer Services","nyse"
"GGC","Georgia Gulf Corporation","1339040885.4","Basic Industries","Major Chemicals","nyse"
"GGP^A","General Growth Properties, Inc.","0","Consumer Services","Real Estate Investment Trusts","nyse"
"GHY","Prudential Global Short Duration High Yield Fund, Inc.","725366909.893","n/a","n/a","nyse"
"GJI","SYNTHETIC FIXED INCOME SECURITIES INC","0","Finance","Finance: Consumer Services","nyse"
"GKK","Gramercy Capital Corp","145783678.99","Consumer Services","Real Estate Investment Trusts","nyse"
"GKK^A","Gramercy Capital Corp","0","n/a","n/a","nyse"
"GMT^","GATX Corporation","0","Consumer Services","Transportation Services","nyse"
"GMXR","GMX Resources, Inc.","41331065","Energy","Oil & Gas Production","nyse"
"GMXR^","GMX Resources, Inc.","0","n/a","n/a","nyse"
"GNE^A","Genie Energy Ltd.","0","n/a","n/a","nyse"
"GPT","Gramercy Property Trust Inc.","269568170.46","Consumer Services","Real Estate Investment Trusts","nyse"
"GPT^A","Gramercy Property Trust Inc.","0","n/a","n/a","nyse"
"GRP","Granite Real Estate Inc.","1781523820.32","Finance","Real Estate","nyse"
"GRP/U","Granite Real Estate Inc.","0","n/a","n/a","nyse"
"GRT^I","Glimcher Realty Trust","0","n/a","n/a","nyse"
"GS^I","Goldman Sachs Group, Inc. (The)","0","n/a","n/a","nyse"
"GS^J","Goldman Sachs Group, Inc. (The)","0","n/a","n/a","nyse"
"GT","Goodyear Tire & Rubber Company (The)","3032191702.89","Consumer Durables","Automotive Aftermarket","nyse"
"GT^A","Goodyear Tire & Rubber Company (The)","0","n/a","n/a","nyse"
"GWF","Wells Fargo & Company","0","Finance","Major Banks","nyse"
"GYA","Corporate Asset Backed Corp CABCO","0","Finance","Finance: Consumer Services","nyse"
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","189928332.69","Consumer Services","Real Estate Investment Trusts","nyse"
"HBC^","HSBC Holdings plc","0","Consumer Services","Real Estate Investment Trusts","nyse"
"HCI","Homeowners Choice, Inc.","351715855.5","Finance","Property-Casualty Insurers","nyse"
"HCJ","Homeowners Choice, Inc.","0","Finance","Property-Casualty Insurers","nyse"
"HEK","Heckmann Corporation","638682752.57","Energy","Oilfield Services/Equipment","nyse"
"HIG^A","Hartford Financial Services Group, Inc. (The)","0","Finance","Property-Casualty Insurers","nyse"
"HJL","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","0","Finance","Finance: Consumer Services","nyse"
"HJO","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","0","Finance","Finance: Consumer Services","nyse"
"HJT","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","0","Finance","Finance: Consumer Services","nyse"
"HNZ^","H.J. Heinz Company","0","Consumer Non-Durables","Packaged Foods","nyse"
"HPT^C","Hospitality Properites Trust","0","n/a","n/a","nyse"
"HPT^C/CL","Hospitality Properites Trust","0","n/a","n/a","nyse"
"HT^A","Hersha Hospitality Trust","0","n/a","n/a","nyse"
"HT^C","Hersha Hospitality Trust","0","n/a","n/a","nyse"
"HWD","Harry Winston Diamond Corporation","1131380830.73","Basic Industries","Precious Metals","nyse"
"HYK","Lehman ABS Corporation","0","Finance","Finance: Consumer Services","nyse"
"I","Intelsat S.A.","2318843539.74","Consumer Services","Telecommunications Equipment","nyse"
"I^A","Intelsat S.A.","0","n/a","n/a","nyse"
"IIT","PT Indosat Tbk","3400555584.3","Public Utilities","Telecommunications Equipment","nyse"
"INFY","Infosys Limited","24958864082.88","Technology","EDP Services","nyse"
"INN^B","Summit Hotel Properties, Inc.","0","n/a","n/a","nyse"
"INN^C","Summit Hotel Properties, Inc.","0","n/a","n/a","nyse"
"IPL^B","Interstate Power and Light Company","0","n/a","n/a","nyse"
"IPL^D","Interstate Power and Light Company","0","n/a","n/a","nyse"
"IRET","Investors Real Estate Trust","900798720.81","Consumer Services","Real Estate Investment Trusts","nyse"
"IRET^","Investors Real Estate Trust","0","n/a","n/a","nyse"
"ISH^A","International Shipholding Corporation","0","n/a","n/a","nyse"
"IVH","Ivy High Income Opportunities Fund","0","n/a","n/a","nyse"
"JEF","Jefferies Group, Inc.","2924994427.2","Finance","Investment Bankers/Brokers/Service","nyse"
"JMI","Javelin Mortgage Investment Corp.","127725982.5","Consumer Services","Real Estate Investment Trusts","nyse"
"JMI           ","Javelin Mortgage Investment Corp.","202230749","Consumer Services","Real Estate Investment Trusts","nyse"
"JMPB","JMP Group Inc","0","Finance","Investment Bankers/Brokers/Service","nyse"
"JPM^A","J P Morgan Chase & Co","0","n/a","n/a","nyse"
"JPM^J","J P Morgan Chase & Co","0","Finance","Major Banks","nyse"
"JPM^K","J P Morgan Chase & Co","0","n/a","n/a","nyse"
"JPM^O","J P Morgan Chase & Co","0","n/a","n/a","nyse"
"JPM^P","J P Morgan Chase & Co","0","n/a","n/a","nyse"
"JPM^S","J P Morgan Chase & Co","0","n/a","n/a","nyse"
"JPM^W","J P Morgan Chase & Co","0","n/a","n/a","nyse"
"JPM^X","J P Morgan Chase & Co","0","n/a","n/a","nyse"
"JPM^Y","J P Morgan Chase & Co","0","n/a","n/a","nyse"
"JWF","Wells Fargo & Company","0","Finance","Major Banks","nyse"
"JZS","Lehman ABS Corporation","0","Finance","Finance: Consumer Services","nyse"
"KBW","KBW Inc","554995310.04","Finance","Investment Bankers/Brokers/Service","nyse"
"KFN^","KKR Financial Holdings LLC","0","n/a","n/a","nyse"
"KH","China Kanghui Holdings","718260793.04","Health Care","Medical/Dental Instruments","nyse"
"KIM^K","Kimco Realty Corporation","0","n/a","n/a","nyse"
"KNOP","KNOT Offshore Partners LP","201507600","Consumer Services","Marine Transportation","nyse"
"KNR","Lehman ABS Corporation","0","Finance","Finance: Consumer Services","nyse"
"KNXA","Kenexa Corporation","1266619526.9","Technology","Computer Software: Prepackaged Software","nyse"
"KRJ","Lehman ABS Corporation","0","Finance","Finance: Consumer Services","nyse"
"KSA","Lehman ABS Corporation","0","Finance","Finance: Consumer Services","nyse"
"KWN","Kennedy-Wilson Holdings Inc.","0","Finance","Real Estate","nyse"
"KYN^D","Kayne Anderson MLP Investment Company","0","n/a","n/a","nyse"
"KYN^F","Kayne Anderson MLP Investment Company","0","n/a","n/a","nyse"
"LGP","Lehigh Gas Partners LP","363482712.6","Energy","Oil Refining/Marketing","nyse"
"LHO^I","LaSalle Hotel Properties","0","n/a","n/a","nyse"
"LNC^","Lincoln National Corporation","0","Finance","Life Insurance","nyse"
"LNC^/CL","Lincoln National Corporation","0","n/a","n/a","nyse"
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","314312512","Consumer Non-Durables","Farming/Seeds/Milling","nyse"
"LSE^C","Caplease, Inc.","0","n/a","n/a","nyse"
"LSI","LSI Logic Corporation","3601851592.36","Technology","Semiconductors","nyse"
"LXP^D","Lexington Realty Trust","0","n/a","n/a","nyse"
"MCV","Medley Capital Corporation","0","n/a","n/a","nyse"
"MDF","Metropolitan Health Networks, Inc.","463902984.96","Health Care","Medical/Nursing Services","nyse"
"MFA^A","America First Mortgage Investments, Inc.","0","n/a","n/a","nyse"
"MFA^B","MFA Financial, Inc.","0","n/a","n/a","nyse"
"MGI","Moneygram International, Inc.","933810769.5","Miscellaneous","Business Services","nyse"
"MHFI","McGraw Hill Financial, Inc.","14971342000","Finance","Finance: Consumer Services","nyse"
"MHP","McGraw-Hill Companies, Inc. (The)","15716418000","Consumer Services","Books","nyse"
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","0","n/a","n/a","nyse"
"MKS","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","0","Finance","Finance: Consumer Services","nyse"
"MMR","McMoRan Exploration Company","1903685856.24","Energy","Oil & Gas Production","nyse"
"MODN","Model N, Inc.","433252966.34","Technology","Computer Software: Programming, Data Processing","nyse"
"MPLX","MPLX LP","2602125686.3","Energy","Natural Gas Distribution","nyse"
"MRIN","Marin Software Incorporated","361662467.4","Technology","EDP Services","nyse"
"MRX","Medicis Pharmaceutical Corporation","2587453505.6","Consumer Durables","Major Pharmaceuticals","nyse"
"MSCA","Main Street Capital Corporation","0","n/a","n/a","nyse"
"MTB/WS","M&T Bank Corporation","0","n/a","n/a","nyse"
"MTCN","ArcelorMittal","0","Basic Industries","Steel/Iron Ore","nyse"
"MTE","Mahanagar Telephone Nigam Ltd","333900000","Public Utilities","Telecommunications Equipment","nyse"
"MUSA","Metals USA Holdings Corp.","477509471.01","Basic Industries","Metal Fabrications","nyse"
"MVCB","MVC Capital, Inc.","0","n/a","n/a","nyse"
"MXE^","Mexico Equity and Income Fund, Inc. (The)","0","n/a","n/a","nyse"
"NAZ^D","Nuveen Arizona Premium Income Municipal Fund","0","n/a","n/a","nyse"
"NEE^I","NextEra Energy, Inc.","0","n/a","n/a","nyse"
"NEE^J","NextEra Energy, Inc.","0","n/a","n/a","nyse"
"NES","Nuverra Environmental Solutions, Inc.","963364829.72","Energy","Oilfield Services/Equipment","nyse"
"NGT","Eastern American Natural Gas Trust","124490000","Energy","Oil & Gas Production","nyse"
"NID","Nuveen Intermediate Duration Municipal Term Fund","0","n/a","n/a","nyse"
"NIF","Nuveen Premier Municipal Opportunity Fund, Inc.","306958859.4","n/a","n/a","nyse"
"NIQ","Nuveenn Intermediate Duration Quality Municipal Term Fund","0","n/a","n/a","nyse"
"NKR^C","Nuveen Arizona Dividend Advantage Municipal Fund 2","0","n/a","n/a","nyse"
"NMP","Nuveen Michigan Premium Income Municipal Fund, Inc.","116974866.24","n/a","n/a","nyse"
"NNF","Nuveen New York Premium Income Municipal Fund, Inc.","137512898.289","n/a","n/a","nyse"
"NNN^E","National Retail Properties","0","n/a","n/a","nyse"
"NPX","Nuveen Premium Income Municipal Opportunity Fund","547228950.8","n/a","n/a","nyse"
"NQN","Nuveen New York Investment Quality Municipal Fund, Inc.","273319207.74","n/a","n/a","nyse"
"NRC","National Rural Utilities Cooperative Finance Corp","0","Finance","Diversified Financial Services","nyse"
"NRF^D","Northstar Realty Finance Corp.","0","n/a","n/a","nyse"
"NRU","National Rural Utilities Cooperative Finance Corp","0","Finance","Diversified Financial Services","nyse"
"NRZ","New Residential Investment Corp.","0","Consumer Services","Real Estate Investment Trusts","nyse"
"NSLP","New Source Energy Partners L.P.","190703340","Energy","Oil & Gas Production","nyse"
"NSS","NuStar Logistics, L.P.","0","Energy","Natural Gas Distribution","nyse"
"NUN","Nuveen New York Quality Income Municipal Fund, Inc.","370290971.52","n/a","n/a","nyse"
"NUO^C","Nuveen Ohio Quality Income Municipal Fund","0","n/a","n/a","nyse"
"NVN","Nuveen New York Select Quality Municipal Fund, Inc.","372380346.45","n/a","n/a","nyse"
"NXE^C","Nuveen Arizona Dividend Advantage Municipal Fund 3","0","n/a","n/a","nyse"
"NXI^C","Nuveen Ohio Dividend Advantage Municipal Fund","0","n/a","n/a","nyse"
"NXY","Nexen, Inc.","13462134239","Energy","Oil & Gas Production","nyse"
"NXY^B","Nexen, Inc.","0","n/a","n/a","nyse"
"NYB","New York Community Bancorp, Inc.","6380386646.85","Finance","Banks","nyse"
"NYB^U","New York Community Bancorp, Inc.","0","n/a","n/a","nyse"
"NYCB","New York Community Bancorp, Inc.","5762019353.35","Finance","Banks","nyse"
"NYCB^U","New York Community Bancorp, Inc.","0","n/a","n/a","nyse"
"OAKS","Five Oaks Investment Corp.","100124337.5","Consumer Services","Real Estate Investment Trusts","nyse"
"OCCH","COCA COLA HELLENIC BOTTLING CO","9559715462.56","Consumer Non-Durables","Beverages (Production/Distribution)","nyse"
"OFC^J","Corporate Office Properties Trust","0","n/a","n/a","nyse"
"OFG^D","OFG Bancorp","0","n/a","n/a","nyse"
"ONE","Higher One Holdings, Inc.","652769287.75","Miscellaneous","Business Services","nyse"
"ONE           ","Higher One Holdings, Inc.","497576115.3","Miscellaneous","Business Services","nyse"
"OSG","Overseas Shipholding Group, Inc.","100456216.25","Transportation","Marine Transportation","nyse"
"PBF","PBF Energy Inc.","664730609.4","Energy","Integrated oil Companies","nyse"
"PBI^","Pitney Bowes Inc","0","Miscellaneous","Office Equipment/Supplies/Services","nyse"
"PBI^A","Pitney Bowes Inc","0","n/a","n/a","nyse"
"PBI^B","Pitney Bowes Inc","0","n/a","n/a","nyse"
"PC","Panasonic Corporation","14748598207.42","Energy","Consumer Electronics/Appliances","nyse"
"PCI","PIMCO Dynamic Credit Income Fund","0","n/a","n/a","nyse"
"PCS","MetroPCS Communications, Inc.","3986764516.15","Public Utilities","Telecommunications Equipment","nyse"
"PE^A","Peco Energy Company","0","Public Utilities","Power Generation","nyse"
"PE^B","Peco Energy Company","0","Public Utilities","Power Generation","nyse"
"PE^C","Peco Energy Company","0","Public Utilities","Power Generation","nyse"
"PE^D","Peco Energy Company","0","Public Utilities","Power Generation","nyse"
"PEB^C","Pebblebrook Hotel Trust","0","n/a","n/a","nyse"
"PF","Pinnacle Foods, Inc.","2810814053.04","Consumer Non-Durables","Packaged Foods","nyse"
"PFSI","PennyMac Financial Services, Inc.","0","Finance","Finance: Consumer Services","nyse"
"PGEM","Ply Gem Holdings, Inc.","0","Basic Industries","Forest Products","nyse"
"PHR","Prudential Financial, Inc.","0","Finance","Life Insurance","nyse"
"PHR/CL","Prudential Financial, Inc.","0","n/a","n/a","nyse"
"PIJ/CL","Merrill Lynch Depositor, Inc.","0","n/a","n/a","nyse"
"PIS","Merrill Lynch Depositor, Inc.","0","Finance","Finance: Consumer Services","nyse"
"PJH","Prudential Financial, Inc.","0","Finance","Life Insurance","nyse"
"PJI","PPlus Trust","0","Finance","Finance: Consumer Services","nyse"
"PKJ","Merrill Lynch Depositor, Inc.","0","Finance","Finance: Consumer Services","nyse"
"PKK","Merrill Lynch Depositor, Inc.","0","Finance","Finance: Consumer Services","nyse"
"PKY^D","Parkway Properties, Inc.","0","n/a","n/a","nyse"
"PLD^L","AMB Property Corporation","0","n/a","n/a","nyse"
"PLD^M","AMB Property Corporation","0","n/a","n/a","nyse"
"PLD^O","AMB Property Corporation","0","n/a","n/a","nyse"
"PLD^P","AMB Property Corporation","0","n/a","n/a","nyse"
"PLD^R","AMB Property Corporation","0","n/a","n/a","nyse"
"PLD^S","AMB Property Corporation","0","n/a","n/a","nyse"
"PNC^L","PNC Financial Services Group, Inc. (The)","0","n/a","n/a","nyse"
"PNTA","PennantPark Investment Corporation","0","n/a","n/a","nyse"
"PPC","Pilgrim&#39;s Pride Corporation","1123740393.72","Consumer Non-Durables","Meat/Poultry/Fish","nyse"
"PPX","PPL Capital Funding, Inc.","0","Public Utilities","Electric Utilities: Central","nyse"
"PRE^C","PartnerRe Ltd.","0","n/a","n/a","nyse"
"PRE^F","PartnerRe Ltd.","0","n/a","n/a","nyse"
"PRGN","Paragon Shipping Inc.","24702757.92","Transportation","Marine Transportation","nyse"
